(title "Turbulent Kinetic Energy (k)")
(labels "Position" "Turbulent Kinetic Energy (k)")

((xy/key/label "x20")
0	1.28655
0.00365653	1.28575
0.00702054	1.2834
0.0101154	1.27971
0.0129627	1.27559
0.0155822	1.27357
0.0179922	1.27938
0.0202093	1.30481
0.0222491	1.3773
0.0241257	1.56436
0.0258522	2.00655
0.0274406	2.86893
0.0289018	4.14396
0.0302462	5.59718
0.0314831	6.98516
0.0326209	8.19171
0.0336678	9.19023
0.0346309	9.99287
0.035517	10.6252
0.0363321	11.1152
0.0370821	11.4892
0.0377721	11.7699
0.0384068	11.9764
0.0389908	12.1242
0.0395281	12.2261
0.0400224	12.292
0.0406875	12.3412
0.0413527	12.3476
0.0420179	12.314
0.0426831	12.2432
0.0433482	12.1384
0.0440134	12.0022
0.0446786	11.8376
0.0453438	11.6473
0.0460089	11.4339
0.0466741	11.1999
0.0473393	10.9478
0.0480045	10.6799
0.0486696	10.3983
0.0493348	10.1051
0.05	9.80181
0.0508536	9.40086
0.0517798	8.95484
0.0527847	8.46243
0.053875	7.92358
0.055058	7.33945
0.0563415	6.71278
0.0577342	6.04823
0.0592452	5.35253
0.0608846	4.63474
0.0626635	3.90626
0.0645935	3.1808
0.0666875	2.47404
0.0689596	1.80296
0.0714248	1.18527
0.0740995	0.64911
0.0770015	0.262739
0.0801503	0.0794641
0.0835667	0.0337062
0.0872735	0.0263604
0.0912953	0.0245302
0.095659	0.0231884
0.100394	0.0217339
0.105531	0.020109
0.111104	0.0183511
0.117152	0.0165187
0.123714	0.0146738
0.130833	0.0128729
0.138557	0.0111631
0.146938	0.00957978
0.156032	0.00814613
0.165898	0.00687373
0.176603	0.00576407
0.188218	0.00481064
0.20082	0.00400119
0.214493	0.0033199
0.229328	0.00274936
0.245425	0.00227206
0.26289	0.00187159
0.281839	0.00153325
0.302399	0.00124444
0.324706	0.000994424
0.34891	0.000774097
0.375171	0.00057609
0.403664	0.000397893
0.434579	0.000247256
0.468122	0.00014008
0.504516	7.99668e-05
0.544004	4.86192e-05
0.586848	2.66598e-05
0.633333	6.17249e-06
)
